,xycoordinate,descrption,details,grade,timestamp,player_id,teamid,home_teamid,away_teamid,name,home_score,away_score,block,attack_combo,match_id,start_coordinate,mid_coordinate,end_coordinate,set_number,net_let,dig_details,start_zone,start_subzone
942,,point,,,,,4683,4683,4585,,18,14,,,104022,,,,2,,,,
943,6A,serve,jump_float,+,2374,-126559,4683,4683,4585,April Ross,18,14,,,104022,0954,,8546,2,,,6.0,A
944,6A,reception,right,-,2374,-126222,4585,4683,4585,Carolina Carolina Solberg,18,14,,,104022,0954,,8546,2,,,6.0,A
945,6A,set,~,-,2376,-126197,4585,4683,4585,MARIA Maria Elisa,18,14,,,104022,1556,,,2,,,6.0,A
946,6B,attack,hard,#,2378,-126222,4585,4683,4585,Carolina Carolina Solberg,18,14,peel,J3,104022,3659,5053,8045,2,let,,6.0,B
947,,dig,,=,2378,-126558,4683,4683,4585,Alexandra Klineman,18,14,,,104022,3659,5053,8045,2,,on_spike,,
948,,point,,,,,4585,4683,4585,,18,15,,,104022,,,,2,,,,
949,6D,serve,jump_float,=,2403,-126222,4585,4683,4585,Carolina Carolina Solberg,18,15,,,104022,0685,,9958,2,,,6.0,D
951,,point,,,,,4683,4683,4585,,19,15,,,104022,,,,2,,,,
952,6D,serve,jump_float,-,2448,-126558,4683,4683,4585,Alexandra Klineman,19,15,,,104022,0532,,8457,2,,,6.0,D
953,6D,reception,middle,+,2449,-126222,4585,4683,4585,Carolina Carolina Solberg,19,15,,,104022,0532,,8457,2,,,6.0,D
954,3C,set,~,#,2451,-126197,4585,4683,4585,MARIA Maria Elisa,19,15,,,104022,4547,,,2,,,3.0,C
955,9A,attack,hard,#,2452,-126222,4585,4683,4585,Carolina Carolina Solberg,19,15,jump_line,X1,104022,4225,,7618,2,,,9.0,A
956,,block,,=,2452,-126558,4683,4683,4585,Alexandra Klineman,19,15,,,104022,4977,,,2,,,,
957,,point,,,,,4585,4683,4585,,19,16,,,104022,,,,2,,,,
958,5C,serve,jump_float,+,2479,-126197,4585,4683,4585,MARIA Maria Elisa,19,16,,,104022,0886,,8186,2,,,5.0,C
959,5C,reception,left,-,2480,-126559,4683,4683,4585,April Ross,19,16,,,104022,0886,,8186,2,,,5.0,C
960,7D,set,~,#,2482,-126558,4683,4683,4585,Alexandra Klineman,19,16,,,104022,2416,,,2,,,7.0,D
961,1A,attack,shot,#,2484,-126559,4683,4683,4585,April Ross,19,16,peel,J1,104022,3808,,8914,2,,,1.0,A
963,,point,,,,,4683,4683,4585,,20,16,,,104022,,,,2,,,,
964,6D,serve,jump_float,-,2506,-126559,4683,4683,4585,April Ross,20,16,,,104022,0982,,8460,2,let,,6.0,D
965,6D,reception,low,+,2507,-126222,4585,4683,4585,Carolina Carolina Solberg,20,16,,,104022,0982,,8460,2,,,6.0,D
966,8B,set,~,#,2509,-126197,4585,4683,4585,MARIA Maria Elisa,20,16,,,104022,3356,,,2,,,8.0,B
967,1C,attack,shot,-,2510,-126222,4585,4683,4585,Carolina Carolina Solberg,20,16,angle,X2,104022,4832,,8124,2,,,1.0,C
968,,dig,,#,2511,-126559,4683,4683,4585,April Ross,20,16,,,104022,4832,,8124,2,,on_spike,,
969,3A,set,~,#,2513,-126558,4683,4683,4585,Alexandra Klineman,20,16,,,104022,4058,,,2,,,3.0,A
970,9B,attack,shot,-,2514,-126559,4683,4683,4585,April Ross,20,16,jump_angle,X4,104022,4373,,7017,2,,,9.0,B
971,,dig,,#,2515,-126197,4585,4683,4585,MARIA Maria Elisa,20,16,,,104022,4373,,7017,2,,emergency,,
972,4B,set,~,#,2517,-126222,4585,4683,4585,Carolina Carolina Solberg,20,16,,,104022,4325,,,2,,,4.0,B
973,6B,attack,hard,#,2518,-126197,4585,4683,4585,MARIA Maria Elisa,20,16,peel,V3,104022,4750,,7844,2,,,6.0,B
974,,dig,,=,2519,-126559,4683,4683,4585,April Ross,20,16,,,104022,4750,,7844,2,,on_spike,,
975,,point,,,,,4585,4683,4585,,20,17,,,104022,,,,2,,,,
976,1D,serve,jump_float,!,2553,-126222,4585,4683,4585,Carolina Carolina Solberg,20,17,,,104022,0814,,8328,2,,,1.0,D
977,1D,reception,middle,!,2554,-126558,4683,4683,4585,Alexandra Klineman,20,17,,,104022,0814,,8328,2,,,1.0,D
978,8D,set,~,#,2555,-126559,4683,4683,4585,April Ross,20,17,,,104022,2449,,,2,,,8.0,D
979,2A,attack,shot,#,2557,-126558,4683,4683,4585,Alexandra Klineman,20,17,angle,P4,104022,4373,,5806,2,,,2.0,A
981,,point,,,,,4683,4683,4585,,21,17,,,104022,,,,2,,,,
983,6A,serve,jump_float,#,2658,-126197,4585,4683,4585,MARIA Maria Elisa,21,17,,,104022,0983,,8643,3,,,6.0,A
984,6A,reception,left,=,2659,-126558,4683,4683,4585,Alexandra Klineman,21,17,,,104022,0983,,8643,3,,,6.0,A
985,,point,,,,,4585,4683,4585,,00,01,,,104022,,,,3,,,,
986,6D,serve,standing_float_far,!,2675,-126197,4585,4683,4585,MARIA Maria Elisa,00,01,,,104022,0982,,8359,3,,,6.0,D
987,6D,reception,low,!,2676,-126559,4683,4683,4585,April Ross,00,01,,,104022,0982,,8359,3,,,6.0,D
988,8D,set,~,#,2677,-126558,4683,4683,4585,Alexandra Klineman,00,01,,,104022,2741,,,3,,,8.0,D
989,5A,attack,hard,#,2679,-126559,4683,4683,4585,April Ross,00,01,peel,J4,104022,4067,,8470,3,,,5.0,A
990,,dig,,=,2680,-126197,4585,4683,4585,MARIA Maria Elisa,00,01,,,104022,4067,,8470,3,,emergency,,
991,,point,,,,,4683,4683,4585,,01,01,,,104022,,,,3,,,,
992,6A,serve,jump_float,-,2704,-126559,4683,4683,4585,April Ross,01,01,,,104022,0982,,8344,3,,,6.0,A
993,6A,reception,left,+,2705,-126197,4585,4683,4585,MARIA Maria Elisa,01,01,,,104022,0982,,8344,3,,,6.0,A
994,4A,set,~,#,2707,-126222,4585,4683,4585,Carolina Carolina Solberg,01,01,,,104022,4232,,,3,,,4.0,A
995,1C,attack,hard,+,2708,-126197,4585,4683,4585,MARIA Maria Elisa,01,01,angle,J3,104022,3855,,8132,3,,,1.0,C
996,,block,,-,2708,-126558,4683,4683,4585,Alexandra Klineman,01,01,,,104022,4958,,,3,,,,
997,,free_ball,,-,2709,-126222,4585,4683,4585,Carolina Carolina Solberg,01,01,,,104022,4040,,,3,,,,
998,5D,set,~,#,2711,-126197,4585,4683,4585,MARIA Maria Elisa,01,01,,,104022,1311,,,3,,,5.0,D
999,6A,attack,shot,-,2713,-126222,4585,4683,4585,Carolina Carolina Solberg,01,01,peel,J2,104022,3931,,8341,3,,,6.0,A
1000,,dig,,#,2714,-126558,4683,4683,4585,Alexandra Klineman,01,01,,,104022,3931,,8341,3,,on_spike,,
1001,3B,set,~,#,2716,-126559,4683,4683,4585,April Ross,01,01,,,104022,4555,,,3,,,3.0,B
1002,8D,attack,shot,#,2717,-126558,4683,4683,4585,Alexandra Klineman,01,01,peel,X4,104022,4869,,7155,3,,,8.0,D
1003,,dig,,=,2718,-126222,4585,4683,4585,Carolina Carolina Solberg,01,01,,,104022,4869,,7155,3,,emergency,,
1004,,point,,,,,4683,4683,4585,,02,01,,,104022,,,,3,,,,
1005,6A,serve,jump_float,!,2756,-126559,4683,4683,4585,April Ross,02,01,,,104022,0982,,8550,3,,,6.0,A
1006,6A,reception,right,!,2757,-126222,4585,4683,4585,Carolina Carolina Solberg,02,01,,,104022,0982,,8550,3,,,6.0,A
1007,9C,set,~,#,2759,-126197,4585,4683,4585,MARIA Maria Elisa,02,01,,,104022,3674,,,3,,,9.0,C
1008,5C,attack,shot,=,2761,-126222,4585,4683,4585,Carolina Carolina Solberg,02,01,peel,J3,104022,4150,,8196,3,,,5.0,C
1010,,point,,,,,4683,4683,4585,,03,01,,,104022,,,,3,,,,
1011,6C,serve,jump_float,-,2783,-126559,4683,4683,4585,April Ross,03,01,,,104022,0980,,8156,3,,,6.0,C
1012,6C,reception,low,#,2784,-126222,4585,4683,4585,Carolina Carolina Solberg,03,01,,,104022,0980,,8156,3,,,6.0,C
1013,3D,set,~,#,2786,-126197,4585,4683,4585,MARIA Maria Elisa,03,01,,,104022,4048,,,3,,,3.0,D
1014,6C,attack,hard,#,2787,-126222,4585,4683,4585,Carolina Carolina Solberg,03,01,line,X2,104022,4128,,8259,3,let,,6.0,C
1016,,point,,,,,4585,4683,4585,,03,02,,,104022,,,,3,,,,
1017,1D,serve,jump_float,-,2820,-126222,4585,4683,4585,Carolina Carolina Solberg,03,02,,,104022,0814,,8331,3,,,1.0,D
1018,1D,reception,middle,+,2821,-126558,4683,4683,4585,Alexandra Klineman,03,02,,,104022,0814,,8331,3,,,1.0,D
1019,3A,set,~,#,2823,-126559,4683,4683,4585,April Ross,03,02,,,104022,3858,,,3,,,3.0,A
1020,2A,attack,hard,#,2825,-126558,4683,4683,4585,Alexandra Klineman,03,02,angle,X4,104022,4675,,6118,3,,,2.0,A
1022,,point,,,,,4683,4683,4585,,04,02,,,104022,,,,3,,,,
1023,6A,serve,jump_float,!,2845,-126558,4683,4683,4585,Alexandra Klineman,04,02,,,104022,0850,,8645,3,,,6.0,A
1024,6A,reception,right,!,2846,-126222,4585,4683,4585,Carolina Carolina Solberg,04,02,,,104022,0850,,8645,3,,,6.0,A
1025,8B,set,~,#,2847,-126197,4585,4683,4585,MARIA Maria Elisa,04,02,,,104022,3661,,,3,,,8.0,B
1026,7D,attack,shot,-,2849,-126222,4585,4683,4585,Carolina Carolina Solberg,04,02,peel,V5,104022,4885,,7282,3,,,7.0,D
1027,,dig,,#,2849,-126558,4683,4683,4585,Alexandra Klineman,04,02,,,104022,4885,,7282,3,,on_spike,,
1028,8D,set,~,#,2851,-126559,4683,4683,4585,April Ross,04,02,,,104022,2849,,,3,,,8.0,D
1029,1D,attack,pokey,#,2853,-126558,4683,4683,4585,Alexandra Klineman,04,02,line,V2,104022,4832,,8428,3,,,1.0,D
1031,,point,,,,,4683,4683,4585,,05,02,,,104022,,,,3,,,,
1032,5A,serve,jump_float,!,2939,-126558,4683,4683,4585,Alexandra Klineman,05,02,,,104022,0954,,8574,3,,,5.0,A
1033,5A,reception,left,!,2940,-126222,4585,4683,4585,Carolina Carolina Solberg,05,02,,,104022,0954,,8574,3,,,5.0,A
1034,8A,set,~,#,2942,-126197,4585,4683,4585,MARIA Maria Elisa,05,02,,,104022,2759,,,3,,,8.0,A
1035,8A,attack,shot,#,2943,-126222,4585,4683,4585,Carolina Carolina Solberg,05,02,peel,V2,104022,4832,,7638,3,,,8.0,A
1036,,dig,,=,2944,-126558,4683,4683,4585,Alexandra Klineman,05,02,,,104022,4832,,7638,3,,on_spike,,
1037,,point,,,,,4585,4683,4585,,05,03,,,104022,,,,3,,,,
1038,3C,serve,jump_float,=,2964,-126197,4585,4683,4585,MARIA Maria Elisa,05,03,,,104022,0982,,5252,3,,,3.0,C
1040,,point,,,,,4683,4683,4585,,06,03,,,104022,,,,3,,,,
1041,6D,serve,jump_float,!,2984,-126559,4683,4683,4585,April Ross,06,03,,,104022,0982,,8555,3,,,6.0,D
1042,6D,reception,right,!,2985,-126222,4585,4683,4585,Carolina Carolina Solberg,06,03,,,104022,0982,,8555,3,,,6.0,D
1043,2C,set,~,-,2986,-126197,4585,4683,4585,MARIA Maria Elisa,06,03,,,104022,4765,,,3,,,2.0,C
1044,4D,attack,pokey,-,2988,-126222,4585,4683,4585,Carolina Carolina Solberg,06,03,line,V3,104022,4849,,6191,3,,,4.0,D
1045,,dig,,#,2989,-126559,4683,4683,4585,April Ross,06,03,,,104022,4849,,6191,3,,emergency,,
1046,3C,set,~,#,2990,-126558,4683,4683,4585,Alexandra Klineman,06,03,,,104022,4844,,,3,,,3.0,C
1047,1C,attack,shot,+,2992,-126559,4683,4683,4585,April Ross,06,03,line,X1,104022,4314,,8131,3,,,1.0,C
1048,,block,,-,2992,-126222,4585,4683,4585,Carolina Carolina Solberg,06,03,,,104022,4977,,,3,,,,
1049,,dig,,-,2993,-126222,4585,4683,4585,Carolina Carolina Solberg,06,03,,,104022,3878,,,3,,,,
1050,,free_ball,,#,2996,-126558,4683,4683,4585,Alexandra Klineman,06,03,,,104022,2364,,,3,,,,
1051,3A,set,~,#,2997,-126559,4683,4683,4585,April Ross,06,03,,,104022,4252,,,3,,,3.0,A
1052,5D,attack,hard,#,2999,-126558,4683,4683,4585,Alexandra Klineman,06,03,jump_line,X4,104022,4869,,8478,3,,,5.0,D
1053,,block,,=,2999,-126222,4585,4683,4585,Carolina Carolina Solberg,06,03,,,104022,4832,,,3,,,,
1054,,point,,,,,4683,4683,4585,,07,03,,,104022,,,,3,,,,
1055,6D,serve,jump_float,!,3041,-126559,4683,4683,4585,April Ross,07,03,,,104022,0859,,8463,3,,,6.0,D
1056,6D,reception,middle,!,3042,-126222,4585,4683,4585,Carolina Carolina Solberg,07,03,,,104022,0859,,8463,3,,,6.0,D
1057,3C,set,~,#,3044,-126197,4585,4683,4585,MARIA Maria Elisa,07,03,,,104022,4839,,,3,,,3.0,C
1058,6A,attack,hard,#,3045,-126222,4585,4683,4585,Carolina Carolina Solberg,07,03,jump_angle,J1,104022,3717,,8644,3,,,6.0,A
1059,,block,,=,3045,-126558,4683,4683,4585,Alexandra Klineman,07,03,,,104022,4870,,,3,,,,
1060,,point,,,,,4585,4683,4585,,07,04,,,104022,,,,3,,,,
1061,1A,serve,jump_float,-,3074,-126222,4585,4683,4585,Carolina Carolina Solberg,07,04,,,104022,0512,,8614,3,,,1.0,A
1062,1A,reception,right,+,3075,-126558,4683,4683,4585,Alexandra Klineman,07,04,,,104022,0512,,8614,3,,,1.0,A
1063,8B,set,~,#,3077,-126559,4683,4683,4585,April Ross,07,04,,,104022,3556,,,3,,,8.0,B
1064,5A,attack,shot,-,3079,-126558,4683,4683,4585,Alexandra Klineman,07,04,line,P5,104022,4583,,8568,3,,,5.0,A
1065,,dig,,+,3079,-126197,4585,4683,4585,MARIA Maria Elisa,07,04,,,104022,4583,,8568,3,,emergency,,
1066,8D,set,~,#,3081,-126222,4585,4683,4585,Carolina Carolina Solberg,07,04,,,104022,3049,,,3,,,8.0,D
1067,6A,attack,hard,#,3082,-126197,4585,4683,4585,MARIA Maria Elisa,07,04,peel,J3,104022,3641,,8749,3,,,6.0,A
1069,,point,,,,,4585,4683,4585,,07,05,,,104022,,,,3,,,,
1070,6D,serve,jump_float,+,3107,-126222,4585,4683,4585,Carolina Carolina Solberg,07,05,,,104022,0616,,8657,3,,,6.0,D
1071,6D,reception,middle,-,3108,-126559,4683,4683,4585,April Ross,07,05,,,104022,0616,,8657,3,,,6.0,D
1072,6C,set,~,#,3110,-126558,4683,4683,4585,Alexandra Klineman,07,05,,,104022,2046,,,3,,,6.0,C
1073,7D,attack,hard,#,3112,-126559,4683,4683,4585,April Ross,07,05,angle,V1,104022,4216,,7282,3,,,7.0,D
1074,,block,,=,3112,-126222,4585,4683,4585,Carolina Carolina Solberg,07,05,,,104022,4863,,,3,,,,
1075,,point,,,,,4683,4683,4585,,08,05,,,104022,,,,3,,,,
1076,5D,serve,jump_float,!,3132,-126558,4683,4683,4585,Alexandra Klineman,08,05,,,104022,0833,,8484,3,,,5.0,D
1077,5D,reception,left,!,3133,-126222,4585,4683,4585,Carolina Carolina Solberg,08,05,,,104022,0833,,8484,3,,,5.0,D
1078,7A,set,~,#,3135,-126197,4585,4683,4585,MARIA Maria Elisa,08,05,,,104022,3036,,,3,,,7.0,A
1079,6D,attack,hard,-,3137,-126222,4585,4683,4585,Carolina Carolina Solberg,08,05,peel,J1,104022,3913,,8658,3,,,6.0,D
1080,,dig,,+,3137,-126559,4683,4683,4585,April Ross,08,05,,,104022,3913,,8658,3,,on_spike,,
1081,9B,set,~,#,3139,-126558,4683,4683,4585,Alexandra Klineman,08,05,,,104022,3289,,,3,,,9.0,B
1082,6C,attack,shot,-,3140,-126559,4683,4683,4585,April Ross,08,05,angle,V3,104022,4547,,7962,3,,,6.0,C
1083,,block,,+,3141,-126222,4585,4683,4585,Carolina Carolina Solberg,08,05,,,104022,4747,,,3,,,,
1084,,dig,,#,3141,-126197,4585,4683,4585,MARIA Maria Elisa,08,05,,,104022,4750,5354,8044,3,,after_block,,
1085,6C,attack,pokey,-,3143,-126222,4585,4683,4585,Carolina Carolina Solberg,08,05,peel,L3,104022,4749,,8252,3,,,6.0,C
1086,,dig,,+,3144,-126559,4683,4683,4585,April Ross,08,05,,,104022,4749,,8252,3,,on_spike,,
1087,3B,set,~,#,3145,-126558,4683,4683,4585,Alexandra Klineman,08,05,,,104022,4456,,,3,,,3.0,B
1088,7C,attack,shot,-,3147,-126559,4683,4683,4585,April Ross,08,05,line,X1,104022,4417,,6881,3,,,7.0,C
1089,,dig,,#,3147,-126197,4585,4683,4585,MARIA Maria Elisa,08,05,,,104022,4417,,6881,3,,on_spike,,
1090,3C,set,~,#,3149,-126222,4585,4683,4585,Carolina Carolina Solberg,08,05,,,104022,4747,,,3,,,3.0,C
1091,5B,attack,hard,+,3151,-126197,4585,4683,4585,MARIA Maria Elisa,08,05,line,X2,104022,4734,,8173,3,,,5.0,B
1092,,dig,,-,3151,-126559,4683,4683,4585,April Ross,08,05,,,104022,4734,,8173,3,,on_spike,,
1093,,free_ball,,#,3153,-126222,4585,4683,4585,Carolina Carolina Solberg,08,05,,,104022,3548,,,3,,,,
1094,3D,set,~,#,3154,-126197,4585,4683,4585,MARIA Maria Elisa,08,05,,,104022,3843,,,3,,,3.0,D
1095,5D,attack,shot,#,3156,-126222,4585,4683,4585,Carolina Carolina Solberg,08,05,line,X4,104022,4170,,8479,3,,,5.0,D
1096,,block,,=,3156,-126558,4683,4683,4585,Alexandra Klineman,08,05,,,104022,4828,,,3,,,,
1097,,point,,,,,4585,4683,4585,,08,06,,,104022,,,,3,,,,
1098,1C,serve,jump_float,-,3192,-126197,4585,4683,4585,MARIA Maria Elisa,08,06,,,104022,0954,,8330,3,,,1.0,C
1099,1C,reception,low,#,3193,-126558,4683,4683,4585,Alexandra Klineman,08,06,,,104022,0954,,8330,3,,,1.0,C
1100,3C,set,~,-,3195,-126559,4683,4683,4585,April Ross,08,06,,,104022,4344,,,3,,,3.0,C
1101,9B,attack,pokey,#,3196,-126558,4683,4683,4585,Alexandra Klineman,08,06,line,X3,104022,4654,,6514,3,,,9.0,B
1103,,point,,,,,4683,4683,4585,,09,06,,,104022,,,,3,,,,
1104,6A,serve,jump_float,-,3233,-126559,4683,4683,4585,April Ross,09,06,,,104022,0977,,8442,3,,,6.0,A
1105,6A,reception,middle,#,3234,-126197,4585,4683,4585,MARIA Maria Elisa,09,06,,,104022,0977,,8442,3,,,6.0,A
1106,3C,set,~,#,3236,-126222,4585,4683,4585,Carolina Carolina Solberg,09,06,,,104022,4745,,,3,,,3.0,C
1107,5B,attack,hard,#,3237,-126197,4585,4683,4585,MARIA Maria Elisa,09,06,jump_angle,X3,104022,4556,,8267,3,,,5.0,B
1108,,dig,,=,3237,-126559,4683,4683,4585,April Ross,09,06,,,104022,4556,,8267,3,,on_spike,,
1109,,point,,,,,4585,4683,4585,,09,07,,,104022,,,,3,,,,
1110,1C,serve,jump_float,-,3261,-126222,4585,4683,4585,Carolina Carolina Solberg,09,07,,,104022,0914,,8229,3,,,1.0,C
1111,1C,reception,middle,#,3262,-126558,4683,4683,4585,Alexandra Klineman,09,07,,,104022,0914,,8229,3,,,1.0,C
1112,5C,attack,pokey,#,3263,-126559,4683,4683,4585,April Ross,09,07,line,C3,104022,4346,,8277,3,,,5.0,C
1114,,point,,,,,4683,4683,4585,,10,07,,,104022,,,,3,,,,
1115,6C,serve,jump_float,!,3283,-126558,4683,4683,4585,Alexandra Klineman,10,07,,,104022,0954,,8360,3,,,6.0,C
1116,6C,reception,low,!,3284,-126222,4585,4683,4585,Carolina Carolina Solberg,10,07,,,104022,0954,,8360,3,,,6.0,C
1117,8C,set,~,#,3286,-126197,4585,4683,4585,MARIA Maria Elisa,10,07,,,104022,3048,,,3,,,8.0,C
1118,5C,attack,hard,#,3287,-126222,4585,4683,4585,Carolina Carolina Solberg,10,07,peel,V1,104022,4614,,7786,3,,,5.0,C
1120,,point,,,,,4585,4683,4585,,10,08,,,104022,,,,3,,,,
1121,7C,serve,jump_float,+,3308,-126197,4585,4683,4585,MARIA Maria Elisa,10,08,,,104022,0710,5156,6982,3,let,,7.0,C
1122,7C,reception,low,-,3310,-126559,4683,4683,4585,April Ross,10,08,,,104022,0710,5156,6982,3,,,7.0,C
1123,4D,set,~,#,3311,-126558,4683,4683,4585,Alexandra Klineman,10,08,,,104022,3910,,,3,,,4.0,D
1124,6A,attack,hard,+,3313,-126559,4683,4683,4585,April Ross,10,08,peel,J1,104022,3913,,8746,3,,,6.0,A
1125,,dig,,-,3313,-126197,4585,4683,4585,MARIA Maria Elisa,10,08,,,104022,3913,,8746,3,,on_spike,,
1126,,free_ball,,-,3315,-126558,4683,4683,4585,Alexandra Klineman,10,08,,,104022,3323,,,3,,,,
1127,7D,set,~,#,3317,-126559,4683,4683,4585,April Ross,10,08,,,104022,2818,,,3,,,7.0,D
1128,9A,attack,shot,-,3319,-126558,4683,4683,4585,Alexandra Klineman,10,08,line,V1,104022,4013,,7619,3,,,9.0,A
1129,,dig,,+,3320,-126197,4585,4683,4585,MARIA Maria Elisa,10,08,,,104022,4013,,7619,3,,emergency,,
1130,2B,set,~,#,3321,-126222,4585,4683,4585,Carolina Carolina Solberg,10,08,,,104022,4688,,,3,,,2.0,B
1131,1C,attack,hard,-,3322,-126197,4585,4683,4585,MARIA Maria Elisa,10,08,peel,X5,104022,4885,,8232,3,,,1.0,C
1132,,dig,,+,3323,-126559,4683,4683,4585,April Ross,10,08,,,104022,4885,,8232,3,,on_spike,,
1133,8B,set,~,#,3325,-126558,4683,4683,4585,Alexandra Klineman,10,08,,,104022,3152,,,3,,,8.0,B
1134,6D,attack,hard,#,3327,-126559,4683,4683,4585,April Ross,10,08,angle,X3,104022,4455,,8659,3,,,6.0,D
1135,,dig,,=,3327,-126197,4585,4683,4585,MARIA Maria Elisa,10,08,,,104022,4455,,8659,3,,emergency,,
1136,,point,,,,,4683,4683,4585,,11,08,,,104022,,,,3,,,,
1137,3B,serve,jump_float,=,3364,-126559,4683,4683,4585,April Ross,11,08,,,104022,0954,,5141,3,,,3.0,B
1139,,point,,,,,4585,4683,4585,,11,09,,,104022,,,,3,,,,
1140,6B,serve,jump_float,!,3397,-126222,4585,4683,4585,Carolina Carolina Solberg,11,09,,,104022,0926,,8345,3,,,6.0,B
1141,6B,reception,middle,!,3398,-126558,4683,4683,4585,Alexandra Klineman,11,09,,,104022,0926,,8345,3,,,6.0,B
1142,8A,set,~,#,3400,-126559,4683,4683,4585,April Ross,11,09,,,104022,2556,,,3,,,8.0,A
1143,9B,attack,hard,#,3401,-126558,4683,4683,4585,Alexandra Klineman,11,09,line,V4,104022,4571,,6914,3,,,9.0,B
1145,,point,,,,,4683,4683,4585,,12,09,,,104022,,,,3,,,,
1146,4A,serve,jump_float,!,3423,-126558,4683,4683,4585,Alexandra Klineman,12,09,,,104022,0850,5168,5767,3,let,,4.0,A
1147,4A,reception,low,!,3424,-126222,4585,4683,4585,Carolina Carolina Solberg,12,09,,,104022,0850,5168,5767,3,,,4.0,A
1148,8B,set,~,#,3425,-126197,4585,4683,4585,MARIA Maria Elisa,12,09,,,104022,3362,,,3,,,8.0,B
1149,7A,attack,shot,+,3427,-126222,4585,4683,4585,Carolina Carolina Solberg,12,09,angle,V2,104022,4532,,7568,3,,,7.0,A
1150,,block,,-,3427,-126558,4683,4683,4585,Alexandra Klineman,12,09,,,104022,4858,,,3,,,,
1151,,free_ball,,+,3428,-126222,4585,4683,4585,Carolina Carolina Solberg,12,09,,,104022,4655,,,3,,,,
1152,6A,attack,hard,=,3430,-126197,4585,4683,4585,MARIA Maria Elisa,12,09,line,C4,104022,4269,,9539,3,,,6.0,A
1154,,point,,,,,4683,4683,4585,,13,09,,,104022,,,,3,,,,
1155,6C,serve,jump_float,+,3451,-126558,4683,4683,4585,Alexandra Klineman,13,09,,,104022,0954,,7856,3,,,6.0,C
1156,6C,reception,low,-,3452,-126222,4585,4683,4585,Carolina Carolina Solberg,13,09,,,104022,0954,,7856,3,,,6.0,C
1157,2A,set,~,#,3454,-126197,4585,4683,4585,MARIA Maria Elisa,13,09,,,104022,3896,,,3,,,2.0,A
1158,5A,attack,hard,#,3455,-126222,4585,4683,4585,Carolina Carolina Solberg,13,09,peel,J4,104022,4067,,8570,3,,,5.0,A
1159,,dig,,=,3456,-126558,4683,4683,4585,Alexandra Klineman,13,09,,,104022,4067,,8570,3,,,,
1160,,point,,,,,4585,4683,4585,,13,10,,,104022,,,,3,,,,
1161,6A,serve,jump_serve,-,3483,-126197,4585,4683,4585,MARIA Maria Elisa,13,10,,,104022,0954,,8643,3,,,6.0,A
1162,6A,reception,left,+,3484,-126558,4683,4683,4585,Alexandra Klineman,13,10,,,104022,0954,,8643,3,,,6.0,A
1163,3B,set,~,#,3485,-126559,4683,4683,4585,April Ross,13,10,,,104022,4854,,,3,,,3.0,B
1164,2A,attack,shot,#,3487,-126558,4683,4683,4585,Alexandra Klineman,13,10,angle,X4,104022,4869,,6222,3,,,2.0,A
1166,,point,,,,,4683,4683,4585,,14,10,,,104022,,,,3,,,,
1167,5A,serve,jump_float,-,3509,-126559,4683,4683,4585,April Ross,14,10,,,104022,0954,,8468,3,,,5.0,A
1168,5A,reception,middle,+,3510,-126222,4585,4683,4585,Carolina Carolina Solberg,14,10,,,104022,0954,,8468,3,,,5.0,A
1169,8C,set,~,#,3511,-126197,4585,4683,4585,MARIA Maria Elisa,14,10,,,104022,3644,,,3,,,8.0,C
1170,6A,attack,hard,#,3513,-126222,4585,4683,4585,Carolina Carolina Solberg,14,10,jump_angle,X1,104022,4212,,8838,3,,,6.0,A
1171,,block,,=,3513,-126558,4683,4683,4585,Alexandra Klineman,14,10,,,104022,4876,,,3,,,,
1172,,point,,,,,4585,4683,4585,,14,11,,,104022,,,,3,,,,
1173,6D,serve,jump_float,!,3566,-126222,4585,4683,4585,Carolina Carolina Solberg,14,11,,,104022,0414,,8455,3,,,6.0,D
1174,6D,reception,middle,!,3568,-126559,4683,4683,4585,April Ross,14,11,,,104022,0414,,8455,3,,,6.0,D
1175,8D,set,~,#,3569,-126558,4683,4683,4585,Alexandra Klineman,14,11,,,104022,2942,,,3,,,8.0,D
1176,6A,attack,shot,-,3571,-126559,4683,4683,4585,April Ross,14,11,jump_angle,V1,104022,4814,,8739,3,,,6.0,A
1177,,dig,,#,3571,-126197,4585,4683,4585,MARIA Maria Elisa,14,11,,,104022,4814,,8739,3,,on_spike,,
1178,8A,set,~,#,3573,-126222,4585,4683,4585,Carolina Carolina Solberg,14,11,,,104022,2954,,,3,,,8.0,A
1179,5D,attack,hard,#,3575,-126197,4585,4683,4585,MARIA Maria Elisa,14,11,line,V5,104022,4783,,8689,3,,,5.0,D
1180,,block,,=,3575,-126558,4683,4683,4585,Alexandra Klineman,14,11,,,104022,4820,,,3,,,,
1181,,point,,,,,4585,4683,4585,,14,12,,,104022,,,,3,,,,
1182,5A,serve,jump_float,-,3649,-126222,4585,4683,4585,Carolina Carolina Solberg,14,12,,,104022,0816,,8368,3,,,5.0,A
1183,5A,reception,middle,+,3650,-126559,4683,4683,4585,April Ross,14,12,,,104022,0816,,8368,3,,,5.0,A
1184,4A,set,~,#,3652,-126558,4683,4683,4585,Alexandra Klineman,14,12,,,104022,3734,,,3,,,4.0,A
1185,7B,attack,shot,#,3654,-126559,4683,4683,4585,April Ross,14,12,jump_angle,X2,104022,4832,,6464,3,,,7.0,B
1187,,point,,,,,4683,4683,4585,,15,12,,,104022,,,,3,,,,
